Id;Model;Price;Mfg_Year;Sale_Year;Sale_Month;KM;Fuel_Type;HP;Met_Color;Color;Automatic;CC;Doors;Cylinders;Gears;Quarterly_Tax;Auto_Drive;Weight;Control_Conce;ABS;Airbag_1;Airbag_2;Automatic_airco;Boardcomputer;Seat_Heater;Sport_Model;Backseat_Divider;Leather Seats;Parking_Assistant
1215;T-Delux 1.4 16V 5DR TERRA 4/5-Doors;24082500;2020;2020;33;225;Gasolina;97;1;Blue;0;1400;5;4;5;80750;1;1110;1;1;1;1;0;1;0;1;1;1;0
1216;T-Delux 2.0 D4D 90 5DR SOL 4/5-Doors;23980375;2020;2020;33;10841;Diesel;90;1;Grey;0;2000;5;4;5;222300;1;1270;1;1;1;1;1;1;0;0;1;0;0
1217;T-Delux 1.6-16v VVT-i Executive B.edition 4/5-Doors;23690625;2021;2020;33;11000;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1130;1;1;1;0;0;0;0;0;0;1;0
1218;T-Delux 1.6 VVT-I 5DR LINEA TERRA 4/5-Doors;20211250;2020;2020;33;2000;Gasolina;110;0;Red;0;1600;5;4;5;18050;0;1075;1;1;1;0;0;1;1;0;0;1;0
1219;T-Delux 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors;19555750;2020;2020;33;1;Gasolina;110;1;Grey;0;1600;3;4;5;80750;0;1105;1;1;1;1;0;1;0;1;1;0;0
1220;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;22890250;2020;2020;33;11999;Gasolina;110;1;Grey;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
1221;T-Delux 1.4 16V VVT I 5DR LUNA BNS 4/5-Doors;20594812;2020;2020;33;13747;Gasolina;97;1;Black;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;1;1;1;1;0
1222;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;17728900;2020;2020;33;17300;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
1223;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;16955837;2020;2020;33;22588;Gasolina;97;1;Silver;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
1224;T-Delux 2.0 D4D Linea Terra Comfort 4/5-Doors;18004875;2020;2020;33;51099;Diesel;90;1;Silver;0;2000;5;4;5;222300;0;1255;0;1;1;0;0;0;0;0;0;0;0
1225;T-Delux 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors;18812612;2019;2020;33;39704;Gasolina;110;1;Blue;1;1600;5;4;5;95000;0;1180;1;1;1;1;1;1;1;1;1;0;0
1226;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;18614062;2019;2020;33;36544;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1227;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;15883007;2019;2020;33;38950;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1228;T-Delux 1.6 16V VVT I 5DR TERRA 4/5-Doors;16984147;2019;2020;33;23489;Gasolina;110;0;Silver;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;1;1;0;0
1229;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;15067237;2019;2020;33;35199;Gasolina;97;1;Blue;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;1;0
1230;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;15327157;2019;2020;33;15414;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
1231;T-Delux 1.6 16V VVT I 5DR TERRA 4/5-Doors;14332873;2019;2020;33;22575;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;0;0;0;0
1232;T-Delux 1.6 VVTI Linea Terra Comfort 2/3-Doors;13812525;2019;2020;33;21716;Gasolina;110;1;Blue;0;1600;3;4;5;80750;0;1105;0;1;1;0;0;0;0;0;0;0;0
1233;T-Delux 2.0 D4D HATCHB TERRA 2/3-Doors;13222527;2019;2020;33;48000;Diesel;90;0;Black;0;2000;3;4;5;199500;0;1165;1;1;1;1;0;1;0;0;1;0;0
1234;T-Delux 2.0 D4D HATCHB SOL 2/3-Doors;11293695;2019;2020;33;61000;Diesel;90;0;White;0;2000;3;4;5;199500;0;1170;1;1;1;1;0;1;1;0;1;0;0
1235;T-Delux 2.0 D4D HATCHB TERRA 2/3-Doors;12161187;2019;2020;33;72937;Diesel;90;1;Silver;0;2000;3;4;5;199500;0;1165;1;1;1;1;0;1;0;0;1;0;0
1236;T-Delux 1.4 16V VVT I LIFTB LUNA 4/5-Doors;10410693;2018;2020;33;63459;Gasolina;97;1;Green;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;1;0
1237;T-Delux 1.4 16V VVT I HATCHB SOL 2/3-Doors;9757473;2018;2020;33;61300;Gasolina;97;1;Blue;0;1400;3;4;5;65550;0;1030;1;1;1;1;0;1;1;0;1;0;0
1238;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;10586325;2018;2020;33;39757;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1239;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;10586325;2018;2020;33;30742;Gasolina;110;1;Silver;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
1240;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;10982296;2018;2020;33;28150;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;0;0;1;0;0
1241;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;9399870;2018;2020;33;21651;Gasolina;97;0;Green;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
1242;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;10343326;2018;2020;33;28715;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;0;0;1;0;0
1243;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9943970;2018;2020;33;71200;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;0;0;1;0;0
1244;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;9091785;2018;2020;33;77321;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1245;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7826670;2018;2020;33;105699;Gasolina;97;1;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
1246;T-Delux 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors;8301537;2017;2020;33;80320;Gasolina;110;1;Silver;1;1600;3;4;5;80750;0;1070;1;1;1;1;0;1;0;0;1;0;0
1247;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;8498842;2017;2020;33;107859;Gasolina;97;0;Blue;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
1248;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;8014770;2017;2020;33;37000;Gasolina;97;1;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
1249;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;7316235;2017;2020;33;87274;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
1250;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7242705;2017;2020;33;72000;Gasolina;97;1;Green;0;1400;3;4;5;65550;0;1025;0;1;1;1;0;1;0;0;1;0;0
1251;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;7273912;2017;2020;33;47852;Gasolina;110;1;Red;0;1600;4;4;5;65550;0;1030;1;1;1;1;0;0;0;0;1;0;0
1252;T-Delux 1.9 D LIFTB TERRA 4/5-Doors;7179387;2017;2020;33;90097;Diesel;69;1;Red;0;1900;5;4;5;175750;0;1140;1;1;1;1;0;1;0;0;1;0;0
1253;T-Delux 1.4 VVTI Linea Terra 2/3-Doors;6702516;2017;2020;33;59000;Gasolina;97;1;Silver;0;1400;3;4;5;65550;0;1025;1;0;1;0;0;0;0;0;0;0;0
1254;T-Delux 1.6 16v TERRA 4/5-Doors;5103400;2017;2020;33;99865;Gasolina;110;1;Red;0;1600;4;4;5;65550;0;1035;1;1;1;0;0;0;0;0;0;0;0
1255;T-Delux 1.3 16V HATCHB G6 2/3-Doors;7515806;2016;2020;33;40214;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1025;1;1;1;1;0;0;1;1;1;1;0
1256;T-Delux 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors;6750700;2016;2020;33;63000;Gasolina;86;0;Green;1;1300;3;4;5;65550;0;1050;1;1;1;1;0;0;1;0;1;0;0
1257;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;6049600;2016;2020;33;76700;Gasolina;86;1;Red;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
1258;T-Delux 1.6 16V SEDAN LINEA LUNA 4/5-Doors;6016160;2016;2020;33;79858;Gasolina;110;1;Green;0;1600;4;4;5;65550;0;1040;1;1;1;1;0;0;1;0;1;0;0
1259;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5776000;2016;2020;33;63881;Gasolina;86;0;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
1260;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;5745600;2016;2020;33;77457;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
1261;T-Delux 1.6 Linea Terra LB 4/5-Doors;6631593;2016;2020;33;64630;Gasolina;110;0;Silver;0;1600;5;4;5;80750;0;1070;0;0;0;0;0;0;0;0;0;0;0
1262;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5652500;2016;2020;33;83908;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
1263;T-Delux 1.6 Terra HB 2/3-Doors;5956500;2016;2020;33;85000;Gasolina;110;1;Silver;0;1600;3;4;5;65550;0;1050;0;1;1;0;0;0;0;0;0;0;0
1264;T-Delux 1.3 16V 2/3-Doors;5569731;2016;2020;33;73300;Gasolina;86;1;Blue;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;0;0;1;0
1265;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4860960;2016;2020;33;60724;Gasolina;86;1;Red;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;1;0
1266;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4816500;2016;2020;33;80439;Gasolina;110;1;Green;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
1267;T-Delux 2.0 D Linea Terra 3d 2/3-Doors;3713906;2016;2020;33;114383;Diesel;90;0;White;0;2000;3;4;5;60800;0;1260;1;1;0;0;0;0;0;0;0;0;0
1268;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4745250;2015;2020;33;128351;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
1269;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4724160;2015;2020;33;60000;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1270;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;4788000;2015;2020;33;89739;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1035;1;0;1;0;0;0;0;0;1;0;0
1271;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4750522;2015;2020;33;72703;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1272;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4451747;2015;2020;33;87743;Gasolina;110;0;Black;0;1600;3;4;5;80750;0;1055;1;0;1;0;0;0;1;0;1;0;0
1273;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3822562;2015;2020;33;130025;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1274;T-Delux 2.0 DSL SEDAN LINEA TERRA 4/5-Doors;4804625;2015;2020;33;170000;Diesel;72;0;Red;0;2000;4;4;5;175750;0;1100;1;1;1;1;0;0;0;0;0;0;0
1275;T-Delux 1.6HB 2/3-Doors;4804625;2015;2020;33;66718;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;0;0;1;0;0;0;0;0;0;0;0
1276;T-Delux 1.3 16V HATCHB S 2/3-Doors;3989050;2015;2020;33;91900;Gasolina;86;1;Silver;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;1;1;1;0
1277;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3908680;2015;2020;33;90305;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
1278;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4114687;2015;2020;33;72000;Gasolina;110;1;Green;0;1600;4;4;5;65550;0;1035;0;0;1;0;0;0;0;0;0;0;0
1279;T-Delux 1.3 16V HATCHB S 2/3-Doors;4021920;2015;2020;33;112000;Gasolina;86;1;Blue;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;0;1;0;0
1280;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3775680;2015;2020;33;79000;Gasolina;86;0;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
1281;T-Delux 1.3 LB LINEA TERRA 4/5-Doors;3241875;2015;2020;33;130000;Gasolina;86;0;Blue;0;1300;5;4;5;18050;0;1015;1;1;1;0;0;0;0;0;0;0;0
1282;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;25531250;2020;2020;34;15;Gasolina;110;1;Blue;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;0;0
1283;T-Delux 2.0 D4D 116 5DR LUNA 4/5-Doors;26163000;2020;2020;34;10000;Diesel;116;1;Silver;0;2000;5;4;5;222300;1;1270;1;1;1;1;0;1;0;1;1;1;0
1284;T-Delux 1.4 16V VVT I 5DR LUNA 4/5-Doors;21603000;2020;2020;34;10000;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;1;1;1;0;0
1285;T-Delux 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors;21603000;2021;2020;34;7000;Gasolina;110;0;Grey;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;1;1;1;0
1286;T-Delux 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors;17750512;2020;2020;34;1;Gasolina;98;1;Grey;0;1400;4;4;5;18050;0;1100;0;1;1;1;0;1;0;0;0;0;0
1287;T-Delux 1.6 16V VVT I 5DR EXEC 4/5-Doors;23122050;2020;2020;34;5459;Gasolina;110;1;Grey;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
1288;T-Delux 1.6 16V VVT I 3DR SOL 2/3-Doors;21731250;2020;2020;34;24500;Gasolina;110;1;Blue;0;1600;3;4;5;80750;0;1120;0;1;1;1;1;1;1;1;1;1;0
1289;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;21711062;2020;2020;34;18328;Gasolina;110;0;Grey;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1290;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;21152937;2020;2020;34;39115;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1291;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;16746600;2020;2020;34;13748;Gasolina;97;1;Green;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;0;1;0;0
1292;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;16302000;2020;2020;34;29000;Gasolina;97;0;Blue;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;0;1;0;0
1293;T-Delux 1.6 16v VVT-i Linea Sol 2/3-Doors;17057250;2020;2020;34;31850;Gasolina;110;0;Black;0;1600;3;4;5;80750;0;1120;1;1;1;0;0;0;0;0;0;0;0
1294;T-Delux 1.6 16V VVT I 3DR SOL 2/3-Doors;16410157;2019;2020;34;56349;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1120;1;1;1;1;1;1;1;1;1;1;0
1295;T-Delux 1.6 5drs 1 4/5-Doors;16076232;2019;2020;34;20019;Gasolina;110;1;Blue;1;16000;5;4;5;95000;0;1180;0;1;1;1;1;0;0;0;0;0;0
1296;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;14268525;2019;2020;34;41000;Gasolina;97;1;Grey;0;1400;3;4;5;80750;0;1100;0;1;1;1;0;1;0;1;1;0;0
1297;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;10910868;2018;2020;34;58363;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;1;1;1;0
1298;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;10127178;2018;2020;34;52084;Gasolina;97;1;Yellow;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;1;0
1299;T-Delux 1.6 16V VVT I WAGON TERRA Stationwagen;10374598;2018;2020;34;50873;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1300;T-Delux 1.6 GL LB 4/5-Doors;8890931;2018;2020;34;55400;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;0;1;0;0;0;0;0;1;0;0
1301;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;7800450;2017;2020;34;48731;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;0;1;1;0
1302;T-Delux 1.6 16V VVT I WAGON TERRA Stationwagen;9274992;2017;2020;34;98040;Gasolina;110;0;Grey;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;0;0;1;0;0
1303;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;7791282;2017;2020;34;57645;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
1304;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;6367137;2017;2020;34;62519;Gasolina;97;0;Black;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;0;0;0;1;0;0
1305;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;8173800;2016;2020;34;74337;Gasolina;86;0;Blue;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
1306;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;7294753;2016;2020;34;55000;Gasolina;110;0;Black;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1307;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6628565;2016;2020;34;62024;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1308;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6353600;2016;2020;34;33000;Gasolina;110;0;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;1;0
1309;T-Delux 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors;5745600;2016;2020;34;58113;Gasolina;107;1;Black;1;1600;3;4;5;80750;0;1085;1;1;1;1;0;0;1;0;1;0;0
1310;T-Delux 1.6 16v Liftback Linea Terra 4/5-Doors;7021687;2016;2020;34;71000;Gasolina;110;0;Black;0;1600;5;4;5;80750;0;1070;1;1;1;0;0;0;0;0;0;0;0
1311;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;6226834;2016;2020;34;43818;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
1312;T-Delux 1.3 16V WAGON LINEA TERRA Stationwagen;5468960;2016;2020;34;73936;Gasolina;86;1;Green;0;1300;5;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1313;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5985000;2016;2020;34;88480;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1314;T-Delux 1.6 G6R HB 2/3-Doors;5643000;2016;2020;34;94606;Gasolina;110;0;Black;0;1600;3;4;5;80750;0;1065;0;1;1;0;0;0;0;0;0;0;0
1315;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5016000;2016;2020;34;57000;Gasolina;110;0;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1316;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5601021;2016;2020;34;77029;Gasolina;86;1;Black;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
1317;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5557500;2016;2020;34;77695;Gasolina;110;1;Grey;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
1318;T-Delux 1.6 Linea Terra Sedan 4/5-Doors;5386500;2016;2020;34;54125;Gasolina;110;1;Silver;0;1600;5;4;5;65550;0;1035;1;1;1;0;0;0;0;0;0;0;0
1319;T-Delux 1.3I LINEATERRA 2/3-Doors;5420343;2016;2020;34;51000;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;0;0;1;0;0;0;0;0;0;0;0
1320;T-Delux 1.3 HB Linea Terra 2/3-Doors;5610937;2016;2020;34;45549;Gasolina;86;1;Blue;0;1300;3;4;5;65550;0;1015;0;0;1;0;0;0;0;0;0;0;0
1321;T-Delux 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors;5290312;2016;2020;34;60000;Gasolina;86;0;Grey;1;1300;4;4;5;65550;0;1030;1;1;1;1;0;0;0;0;0;0;0
1322;T-Delux 1.3 16V Linea Terra 2/3-Doors;3504550;2016;2020;34;105000;Gasolina;86;1;Silver;0;1300;3;4;5;18050;0;1015;0;1;1;1;0;0;0;0;0;1;0
1323;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5203530;2015;2020;34;89520;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;0;0
1324;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;5087250;2015;2020;34;82021;Gasolina;86;1;Grey;0;1300;5;4;5;65550;0;1035;1;0;1;0;0;0;0;0;1;0;0
1325;T-Delux 1.6 LINEA TERRA 4/5-Doors;4734800;2015;2020;34;97534;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;0;0;1;0;0;0;0;0;0;0;0
1326;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4078350;2015;2020;34;43532;Gasolina;110;0;White;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
1327;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3847500;2015;2020;34;48576;Gasolina;86;1;Green;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
1328;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3719250;2015;2020;34;121545;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
1329;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3967200;2015;2020;34;16916;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;1;0;0;0;0;0;0;0;1;0;0
1330;T-Delux 1.3 3D Linea Terra 2/3-Doors;3865312;2015;2020;34;34717;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;0;0;0;0
1331;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;3613420;2015;2020;34;99397;Gasolina;86;0;Blue;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
1332;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4041537;2015;2020;34;61000;Gasolina;110;1;Red;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
1333;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;3555422;2015;2020;34;75085;Gasolina;86;0;Blue;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
1334;T-Delux VERSO 2.0 D4D SOL (7) MPV;37139062;2021;2020;35;1500;Diesel;116;1;Grey;0;2000;5;4;5;268850;1;1480;1;1;1;1;1;1;1;1;1;0;0
1335;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;27108250;2021;2020;35;5000;Gasolina;110;1;Grey;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
1336;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;24638250;2021;2020;35;8574;Gasolina;110;1;Black;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
1337;T-Delux 1.4 16V VVT I 5DR LUNA 4/5-Doors;23156250;2021;2020;35;10077;Gasolina;97;1;Black;0;1400;5;4;5;80750;1;1110;1;1;1;1;0;1;1;1;1;1;0
1338;T-Delux 1.6 16V VVT I 5DR TERRA 4/5-Doors;22743000;2020;2020;35;6250;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;1;0;1;1;0
1339;T-Delux VERSO 2.0 D4D LINEA SOL MPV;24887625;2020;2020;35;13253;Diesel;116;1;Grey;0;2000;5;4;5;222300;0;1320;0;1;1;1;1;0;0;0;0;0;0
1340;T-Delux 2.0 D4D 110 5DR EXEC BNS 4/5-Doors;24836562;2020;2020;35;57313;Diesel;110;1;Blue;0;2000;5;4;5;222300;1;1275;1;1;1;0;1;1;1;0;1;1;0
1341;T-Delux 2.0 D4D 90 3DR SOL BNS 2/3-Doors;23885375;2020;2020;35;37500;Diesel;90;1;Black;0;2000;3;4;5;222300;1;1260;1;1;1;1;1;1;0;1;1;0;0
1342;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;22883125;2020;2020;35;5000;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1343;T-Delux 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors;19532712;2020;2020;35;57037;Gasolina;110;0;Silver;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;1;1;0;0
1344;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;16440462;2020;2020;35;29435;Gasolina;97;1;Black;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
1345;T-Delux 1.6 terra comfort 5drs airco 4/5-Doors;15360312;2020;2020;35;25170;Gasolina;110;1;Black;0;1600;5;4;5;18050;0;1105;0;1;1;1;0;1;0;0;0;0;0
